<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20141008,000000,74.4000000,74.7000000,74.0600000,74.4700000,13
20141009,000000,74.4800000,74.4800000,73.2900000,73.9500000,56
20141010,000000,73.2700000,73.2800000,73.1600000,73.2700000,40
20141013,000000,74.8100000,74.8100000,74.0500000,74.3300000,39
20141014,000000,74.6900000,75.3400000,74.0700000,74.8300000,61
20141015,000000,73.6700000,73.6700000,72.8100000,73.2900000,48
20141016,000000,71.3900000,71.3900000,70.7900000,71.1200000,30
20141017,000000,73.3900000,73.3900000,72.8500000,73.3900000,31
20141020,000000,72.9600000,72.9600000,71.0000000,72.6100000,22
20141021,000000,72.1500000,73.0000000,72.1500000,72.8000000,31
20141022,000000,71.6800000,72.8400000,71.6200000,72.7900000,42
20141023,000000,71.0000000,72.2900000,71.0000000,71.3600000,62
20141024,000000,71.6100000,72.8800000,71.6100000,72.8800000,68
20141027,000000,72.1100000,73.0900000,72.1000000,73.0000000,49
20141028,000000,73.4500000,74.0000000,73.4100000,73.4100000,47
20141029,000000,74.2300000,74.5000000,74.2300000,74.4100000,33
20141030,000000,74.4200000,75.2000000,74.4200000,74.4900000,43
20141031,000000,76.5500000,76.5500000,75.8200000,75.9100000,42
20141103,000000,76.3100000,76.4900000,76.3100000,76.4000000,28
20141105,000000,75.0000000,75.8600000,74.5300000,75.8600000,44
20141106,000000,75.7000000,76.1700000,74.9900000,74.9900000,181
20141107,000000,75.3000000,76.0600000,75.3000000,75.5800000,8
20141110,000000,77.1500000,77.6300000,77.0600000,77.6300000,53
20141111,000000,78.3000000,78.3000000,76.9600000,77.0100000,15
20141112,000000,77.0000000,77.0000000,73.1800000,76.0900000,28
20141113,000000,73.9000000,74.6000000,73.4400000,73.6900000,25
20141114,000000,73.4000000,74.0200000,73.4000000,74.0200000,40
20141117,000000,73.5000000,74.4000000,73.5000000,74.3000000,53
20141118,000000,74.6300000,75.3500000,74.6300000,74.7800000,24
20141119,000000,74.2500000,74.9000000,74.2500000,74.2500000,22
20141120,000000,73.6000000,73.6000000,72.8600000,73.4600000,50
20141121,000000,74.5000000,75.1400000,73.5200000,74.1200000,47
20141124,000000,74.3000000,74.7400000,73.7500000,74.1000000,31
20141125,000000,73.9000000,74.7000000,73.9000000,74.4900000,47
20141126,000000,73.2000000,73.8700000,73.2000000,73.4600000,52
20141127,000000,73.5000000,74.2300000,72.9700000,74.2300000,46
20141128,000000,72.5000000,72.8000000,71.7500000,71.7600000,48
20141201,000000,73.0000000,74.0000000,71.5300000,73.9300000,60
20141202,000000,72.0000000,73.2500000,71.4000000,71.4000000,104
20141203,000000,71.5000000,72.3000000,71.4800000,72.1100000,44
20141204,000000,72.2000000,72.2000000,71.3300000,71.8300000,29
20141205,000000,68.8300000,69.9600000,68.8300000,69.7300000,68
20141208,000000,66.8300000,66.8300000,65.2600000,65.3500000,61
20141209,000000,65.7300000,67.6000000,62.8400000,66.2000000,85
20141210,000000,68.4900000,68.9200000,67.5400000,68.0000000,83
20141211,000000,66.4500000,66.4500000,64.2300000,65.9400000,109
20141212,000000,63.3000000,65.4300000,63.3000000,64.0100000,114
20141215,000000,61.0000000,64.4800000,59.2400000,60.2000000,149
20141216,000000,50.0000000,53.2000000,49.0500000,53.2000000,194
20141217,000000,53.5100000,63.9800000,53.5100000,62.4800000,649
20141218,000000,64.5000000,64.5000000,62.6900000,63.5000000,84
20141219,000000,60.4200000,60.9700000,60.4200000,60.7100000,40
20141222,000000,59.4100000,60.0500000,58.1300000,59.1100000,154
20141223,000000,56.4900000,56.4900000,52.6800000,54.6900000,151
20141224,000000,54.2900000,55.2600000,53.9800000,55.2600000,66
20141225,000000,55.5100000,58.5800000,55.5100000,57.7400000,77
20141226,000000,58.4100000,58.4100000,57.1000000,57.1000000,49
20141229,000000,55.0100000,55.5000000,53.3800000,54.7500000,82
20141230,000000,53.7000000,55.1800000,52.5100000,55.1800000,202
20150105,000000,55.8400000,56.8500000,55.5500000,56.2600000,186
20150106,000000,56.7300000,59.6200000,56.7300000,57.8300000,47
20150108,000000,63.5800000,69.8900000,63.5800000,65.3200000,103
20150109,000000,63.3900000,63.3900000,62.5000000,63.3800000,52
20150112,000000,62.8000000,63.3200000,62.0100000,63.0400000,49
20150113,000000,60.8000000,61.4800000,60.4100000,61.4300000,244
20150114,000000,59.8100000,60.9700000,59.8000000,60.2600000,50
20150115,000000,62.0000000,62.4000000,61.7500000,61.7500000,21
20150116,000000,62.5000000,62.5000000,61.5900000,61.9000000,21
20150119,000000,62.5000000,63.4000000,61.6900000,61.6900000,70
20150120,000000,61.2000000,61.2000000,60.4000000,60.6300000,24
20150121,000000,62.9600000,62.9600000,62.0900000,62.5500000,50
20150122,000000,65.0000000,65.0000000,62.3100000,64.4900000,73
20150123,000000,64.9100000,64.9200000,63.8000000,64.1600000,57
20150126,000000,61.0300000,61.0400000,60.5300000,60.7200000,49
20150127,000000,60.6100000,61.5000000,60.6000000,61.3600000,42
20150128,000000,60.1200000,62.9000000,60.1200000,61.2400000,54
20150129,000000,61.6000000,61.6900000,60.5400000,61.2000000,67
20150130,000000,60.2700000,61.1300000,60.2700000,60.5700000,40
20150202,000000,60.4400000,61.8200000,60.4400000,61.5000000,71
20150203,000000,61.9800000,61.9900000,61.4000000,61.9000000,65
20150204,000000,61.1200000,61.6000000,61.1000000,61.3600000,29
20150205,000000,61.8100000,62.0700000,61.7900000,62.0600000,25
20150206,000000,63.3300000,65.4300000,63.3300000,64.4100000,84
20150209,000000,64.3900000,65.2000000,64.3900000,65.0900000,56
20150210,000000,64.6000000,65.0500000,64.3600000,64.6400000,43
20150211,000000,65.1900000,65.5400000,65.1600000,65.1600000,41
20150212,000000,68.3500000,68.4900000,67.2200000,67.2200000,104
20150213,000000,69.2100000,70.5200000,69.0100000,70.5200000,127
20150216,000000,70.0400000,70.2900000,69.8600000,69.8600000,75
20150217,000000,72.5100000,73.3000000,72.5100000,72.6300000,147
20150218,000000,75.3700000,76.9800000,75.3700000,76.2500000,115
20150219,000000,73.1000000,73.6300000,73.0700000,73.6300000,92
20150220,000000,73.7100000,74.9400000,73.7100000,74.9400000,87
20150224,000000,73.0900000,73.6000000,72.8300000,73.5600000,42
20150225,000000,73.2300000,74.0100000,73.2300000,74.0100000,70
20150226,000000,75.6100000,76.1700000,75.5600000,75.5600000,37
20150227,000000,76.5300000,76.5300000,72.8800000,75.9000000,62
20150302,000000,76.3000000,77.7900000,76.3000000,77.7900000,69
20150303,000000,75.7500000,76.5000000,75.4600000,75.4600000,45
20150304,000000,74.0000000,74.5300000,72.7200000,72.7200000,70
20150305,000000,72.5000000,73.6900000,72.2400000,72.4200000,29
20150306,000000,73.6100000,73.6100000,73.0300000,73.3500000,20
20150310,000000,69.3700000,70.0000000,69.3700000,69.6800000,77
20150311,000000,70.7900000,70.7900000,69.6900000,70.4300000,45
20150312,000000,70.7900000,70.7900000,70.1800000,70.2300000,57
20150313,000000,68.4800000,68.9200000,67.9000000,67.9000000,43
20150316,000000,66.0100000,66.3300000,63.8200000,65.5000000,48
20150317,000000,64.9900000,65.4600000,64.1600000,64.9000000,69
20150318,000000,65.7900000,65.7900000,65.2500000,65.7900000,19
20150319,000000,65.1000000,65.7900000,61.4400000,65.1200000,46
20150320,000000,66.3600000,66.9300000,66.3100000,66.9300000,53
20150323,000000,66.2000000,66.6800000,64.8500000,64.8500000,28
20150324,000000,64.4300000,65.9900000,63.6500000,65.0400000,32
20150325,000000,65.4900000,65.4900000,64.0600000,64.0600000,9
20150326,000000,62.9000000,63.4800000,62.6200000,63.2900000,27
20150327,000000,60.9500000,61.5300000,60.8000000,60.9900000,28
20150330,000000,62.5200000,63.0300000,62.3700000,63.0300000,42
20150331,000000,62.5000000,62.5900000,62.0100000,62.2400000,31
20150401,000000,63.5300000,64.3800000,63.5300000,64.3700000,73
20150402,000000,65.0000000,66.2200000,65.0000000,66.2200000,24
20150403,000000,65.5300000,65.9900000,65.0100000,65.3500000,52
20150406,000000,67.2000000,69.3600000,66.8600000,69.3600000,64
20150407,000000,68.6000000,69.6100000,68.6000000,69.5000000,46
20150408,000000,69.6900000,69.6900000,68.9100000,69.0100000,27
20150409,000000,71.1000000,71.8800000,71.1000000,71.8800000,27
20150410,000000,70.7000000,71.3500000,70.7000000,71.3500000,34
20150413,000000,74.0100000,74.9700000,73.7000000,74.1700000,49
20150414,000000,73.5000000,74.0300000,72.4200000,74.0300000,33
20150415,000000,74.8200000,76.0000000,74.8200000,76.0000000,74
20150416,000000,75.8300000,75.9500000,75.8300000,75.9500000,21
20150417,000000,74.0000000,74.1000000,70.1000000,72.5300000,105
20150420,000000,72.0700000,74.1800000,72.0700000,74.1800000,31
20150421,000000,73.5100000,76.0500000,68.8300000,75.5000000,42
20150422,000000,73.2900000,74.3400000,72.5700000,73.1900000,41
20150423,000000,75.8000000,76.3800000,72.0300000,76.0500000,70
20150424,000000,75.3000000,75.6400000,73.3300000,75.6000000,43
20150427,000000,76.4700000,76.4700000,75.0900000,75.0900000,33
20150428,000000,75.2000000,75.4800000,74.6400000,75.4800000,49
20150429,000000,75.1600000,75.9700000,75.0900000,75.9700000,47
20150430,000000,76.0000000,76.1000000,75.9600000,76.0800000,53
20150505,000000,79.3600000,80.7900000,79.3600000,80.4700000,84
20150506,000000,79.3200000,79.8000000,78.7600000,79.6100000,64
20150507,000000,76.5000000,76.9100000,75.2700000,76.1000000,92
20150508,000000,76.0300000,76.0300000,75.1600000,75.6000000,45
20150512,000000,74.6000000,75.1900000,73.5500000,75.1200000,50
20150513,000000,76.2900000,76.2900000,75.2900000,75.7000000,20
20150514,000000,74.6500000,74.6800000,74.1000000,74.6300000,48
20150515,000000,73.5100000,74.7000000,73.5100000,74.7000000,62
20150518,000000,75.4700000,76.3900000,75.0500000,75.1600000,56
20150519,000000,73.4500000,73.7900000,73.0000000,73.1300000,31
20150520,000000,71.2300000,72.1800000,71.2200000,71.8000000,16
20150521,000000,72.2300000,73.3000000,71.5400000,73.0200000,48
20150522,000000,73.6000000,74.2400000,73.5900000,74.2400000,20
20150525,000000,73.6800000,74.0000000,73.6800000,74.0000000,2
20150526,000000,75.3000000,75.3000000,73.8800000,74.4000000,46
20150527,000000,74.4900000,74.4900000,73.2500000,73.2500000,50
20150528,000000,73.7000000,73.8600000,73.1000000,73.8000000,21
20150529,000000,74.9600000,75.3500000,72.9800000,74.5000000,86
20150601,000000,73.5400000,73.5700000,72.9100000,72.9600000,35
20150602,000000,73.0200000,74.4700000,73.0200000,74.4500000,28
20150603,000000,72.1200000,72.2400000,71.8300000,72.1900000,30
20150604,000000,71.0700000,71.9500000,70.8700000,71.1700000,26
20150605,000000,70.5400000,70.5400000,70.3000000,70.3100000,6
20150608,000000,69.8700000,69.8700000,69.1900000,69.8400000,43
20150609,000000,69.7000000,70.1500000,69.6000000,70.0500000,50
20150610,000000,72.3700000,72.3700000,71.3100000,71.6000000,49
20150611,000000,71.2500000,72.5700000,71.2500000,72.5700000,28
20150615,000000,70.7600000,71.5300000,70.7600000,71.5300000,27
20150616,000000,73.0500000,73.7300000,73.0500000,73.5200000,19
20150617,000000,73.2700000,73.7200000,72.7300000,73.7200000,31
20150618,000000,72.3600000,73.9500000,72.3300000,72.3700000,18
20150619,000000,72.4700000,72.4700000,71.4100000,71.8100000,8
20150622,000000,71.6000000,72.0000000,71.5500000,72.0000000,24
20150623,000000,71.5200000,71.6200000,71.5200000,71.6200000,12
20150624,000000,71.5000000,72.1500000,71.5000000,72.0000000,11
20150625,000000,71.1800000,72.3100000,71.1800000,72.2500000,28
20150626,000000,70.6100000,70.7500000,70.3800000,70.4900000,27
20150629,000000,70.0800000,70.3700000,70.0500000,70.0700000,21
20150630,000000,71.5300000,72.3000000,71.5300000,72.0800000,61
20150701,000000,70.8500000,71.5300000,70.8400000,70.8800000,81
20150702,000000,70.1400000,71.0100000,70.1300000,70.1900000,62
20150703,000000,70.4500000,71.3700000,70.2100000,70.3200000,73
20150706,000000,69.0900000,69.0900000,67.7700000,67.7700000,62
20150707,000000,70.0200000,70.0200000,68.0100000,68.6300000,56
20150708,000000,67.5300000,67.7900000,67.4400000,67.7900000,42
20150709,000000,68.6300000,69.3000000,68.6300000,68.9500000,55
20150710,000000,70.6100000,71.2000000,70.6100000,71.2000000,12
20150713,000000,71.9100000,72.9700000,71.9100000,72.1800000,22
20150714,000000,72.8400000,74.4600000,72.7000000,74.4600000,43
20150715,000000,73.2900000,74.0800000,72.9900000,74.0800000,33
20150716,000000,73.4400000,74.4800000,73.4400000,74.3400000,130
20150717,000000,74.3500000,75.6200000,74.3500000,75.4000000,105
20150720,000000,74.2000000,74.8600000,74.0300000,74.0300000,34
20150721,000000,75.0600000,75.8600000,75.0100000,75.3900000,42
20150722,000000,74.9400000,75.2200000,73.7400000,75.2200000,43
20150723,000000,73.3300000,74.1900000,72.9700000,73.9100000,57
20150724,000000,71.2900000,71.2900000,70.7300000,70.7300000,10
20150727,000000,68.0100000,68.8000000,68.0100000,68.1400000,21
20150728,000000,69.1400000,70.3000000,69.1100000,69.5000000,24
20150729,000000,69.7300000,71.0000000,69.7100000,70.6700000,64
20150730,000000,71.1300000,72.0000000,71.1300000,71.5000000,34
20150731,000000,71.1100000,72.3800000,71.1100000,71.6400000,84
20150803,000000,70.5400000,71.4000000,70.5400000,71.0500000,77
20150804,000000,72.2000000,72.3500000,71.2300000,72.3500000,27
20150805,000000,73.4500000,73.4500000,73.4400000,73.4400000,3
20150806,000000,72.1200000,72.4500000,72.1200000,72.2800000,14
20150807,000000,73.1600000,74.2500000,73.1600000,74.2500000,30
20150810,000000,73.9600000,75.0200000,73.9600000,75.0200000,59
20150811,000000,73.2600000,73.5000000,73.2400000,73.2800000,19
20150812,000000,73.2100000,73.5200000,73.2100000,73.3000000,37
20150813,000000,73.0500000,74.5000000,72.8600000,73.4200000,82
20150814,000000,74.0500000,74.2400000,74.0100000,74.2000000,38
20150817,000000,72.2100000,73.0100000,72.2100000,72.8500000,37
20150818,000000,72.3800000,73.5600000,72.2000000,72.6400000,34
20150819,000000,72.0600000,72.9800000,71.2000000,71.2000000,42
20150820,000000,71.2500000,71.4200000,71.2200000,71.4200000,28
20150821,000000,70.2100000,70.2100000,70.0000000,70.0000000,37
20150824,000000,67.2000000,71.3700000,67.1100000,71.3700000,38
20150825,000000,69.6500000,70.5400000,69.6400000,70.5400000,26
20150826,000000,71.1300000,71.2800000,70.0900000,70.7000000,25
20150827,000000,72.7800000,73.9000000,72.7700000,73.9000000,24
20150828,000000,73.6900000,75.1600000,73.6900000,75.1600000,27
20150831,000000,72.8100000,74.4900000,72.8100000,74.4900000,107
20150901,000000,72.6300000,73.8900000,72.6300000,73.3100000,43
20150902,000000,72.6500000,74.5400000,72.6100000,74.4600000,60
20150903,000000,73.6500000,73.8000000,73.5900000,73.8000000,11
20150904,000000,73.2400000,74.0000000,73.2400000,74.0000000,30
20150907,000000,73.2200000,73.9200000,73.2200000,73.3700000,29
20150908,000000,73.9300000,74.8500000,73.9100000,74.8500000,54
20150909,000000,74.4100000,75.1000000,74.2200000,74.6500000,30
20150910,000000,73.2100000,73.6200000,73.2100000,73.6100000,6
20150911,000000,73.6900000,73.8800000,73.6200000,73.6400000,8
20150914,000000,74.2100000,75.0700000,74.2100000,74.8800000,33
20150915,000000,74.1600000,74.7600000,74.1600000,74.7600000,7
20150916,000000,76.0700000,77.5000000,76.0700000,77.2300000,47
20150917,000000,76.0200000,76.4700000,76.0200000,76.3400000,41
20150918,000000,75.5200000,75.9800000,75.5200000,75.8100000,28
20150921,000000,75.4500000,76.4200000,75.4100000,75.6500000,54
20150922,000000,73.8100000,74.4600000,73.5700000,73.6000000,20
20150923,000000,73.2700000,74.9000000,73.1000000,74.1500000,51
20150924,000000,73.4700000,73.4700000,72.7700000,72.7700000,51
20150925,000000,74.0600000,74.4300000,74.0600000,74.4300000,11
20150928,000000,74.2100000,74.9500000,73.8100000,74.6200000,37
20150929,000000,74.6300000,75.4100000,74.6300000,75.1800000,37
20150930,000000,76.4000000,76.4000000,73.7000000,73.7000000,26
20151001,000000,74.5100000,75.1200000,74.0800000,74.0900000,56
20151002,000000,73.2800000,73.7300000,72.9900000,73.7300000,54
20151005,000000,75.3300000,76.1100000,75.0200000,75.7900000,40
20151006,000000,75.7400000,76.5000000,75.7400000,76.1600000,47
20151007,000000,77.2200000,79.9500000,77.2100000,79.2000000,136
20151008,000000,81.0500000,83.2900000,81.0400000,83.2900000,65
20151009,000000,84.7200000,86.3900000,84.6900000,85.1700000,120
20151012,000000,84.5000000,85.2900000,84.0400000,84.9400000,78
20151013,000000,84.1000000,85.3000000,84.1000000,85.3000000,69
20151014,000000,86.3000000,87.2800000,85.2200000,86.3300000,132
20151015,000000,87.8300000,89.1500000,87.7600000,89.1500000,103
20151016,000000,88.9700000,89.9900000,88.2100000,88.6900000,169
20151019,000000,86.5500000,87.6100000,86.2000000,87.3100000,52
20151020,000000,87.2300000,88.4000000,87.2000000,87.7200000,48
20151021,000000,85.9100000,91.6700000,85.9100000,86.4000000,138
20151022,000000,85.7400000,86.9500000,85.7400000,86.2400000,65
20151023,000000,89.3700000,90.1900000,89.1500000,89.5800000,124
20151026,000000,90.5200000,92.4100000,90.5100000,92.4100000,112
20151027,000000,91.1900000,91.1900000,88.4700000,89.2400000,125
20151028,000000,88.2300000,90.2000000,88.2200000,89.6500000,55
20151029,000000,88.3100000,90.3100000,88.0300000,88.0300000,34
20151030,000000,94.4200000,94.4200000,89.1900000,89.1900000,27
20151102,000000,95.8700000,95.8700000,89.2700000,93.5000000,106
20151103,000000,93.5000000,95.0000000,92.9400000,94.4500000,49
20151105,000000,95.9800000,96.0100000,94.1900000,95.5000000,52
20151106,000000,90.0100000,94.5300000,90.0100000,94.5300000,84
20151109,000000,93.4600000,93.4600000,92.4800000,92.4800000,34
20151110,000000,92.7000000,94.3400000,91.1800000,94.3400000,37
20151111,000000,92.0600000,95.9200000,92.0600000,93.5100000,99
20151112,000000,93.0200000,94.2900000,93.0200000,94.2200000,14
20151113,000000,93.5000000,93.5000000,93.0900000,93.0900000,16
20151116,000000,93.1900000,95.5200000,92.4300000,95.5200000,58
20151117,000000,98.3600000,102.4000000,98.3600000,102.4000000,193
20151118,000000,97.5600000,104.0200000,97.5600000,104.0200000,102
20151119,000000,99.8400000,109.4900000,99.8400000,104.7000000,214
20151120,000000,103.4000000,107.0000000,103.4000000,104.6100000,140
20151123,000000,113.2100000,113.2200000,105.0000000,108.9700000,129
20151124,000000,105.0000000,109.0000000,103.3800000,104.4200000,106
20151125,000000,106.0200000,109.4300000,106.0200000,108.5200000,87
20151126,000000,104.2200000,107.5800000,104.2200000,106.2300000,123
20151127,000000,103.1200000,108.3400000,103.1200000,104.6200000,393
20151130,000000,104.6900000,105.0800000,103.2300000,103.2300000,81
20151201,000000,106.0100000,106.0100000,100.4400000,101.8400000,275
20151202,000000,101.0000000,103.0500000,101.0000000,102.9400000,40
20151203,000000,101.3000000,104.0000000,101.3000000,103.5200000,141
20151204,000000,102.3400000,103.0000000,101.9100000,102.7100000,49
20151207,000000,103.1300000,104.3000000,102.5400000,102.5400000,58
20151208,000000,98.7600000,99.4300000,96.7000000,97.0800000,40
20151209,000000,98.7800000,100.0000000,98.3100000,100.0000000,112
20151210,000000,100.4600000,101.8800000,99.5000000,99.5000000,65
20151211,000000,98.5000000,98.9600000,97.6400000,98.9600000,45
20151214,000000,96.0300000,97.3800000,96.0300000,97.3800000,89
20151215,000000,99.0300000,100.8700000,99.0300000,100.8500000,60
20151216,000000,101.1400000,102.4000000,101.1400000,101.8700000,104
20151217,000000,103.8300000,104.6000000,103.4700000,103.4700000,65
20151218,000000,98.1600000,99.9500000,98.1600000,98.8600000,45
20151221,000000,98.0600000,99.0000000,98.0400000,98.5100000,56
20151222,000000,99.0800000,100.3100000,99.0400000,99.1600000,35
20151223,000000,102.9200000,102.9200000,101.6300000,102.8100000,68
20151224,000000,101.5500000,101.5500000,100.9100000,100.9100000,27
20151225,000000,102.1600000,102.1600000,100.4700000,100.8900000,19
20151228,000000,99.1200000,100.6000000,99.1200000,99.6000000,28
20151229,000000,100.5000000,101.5000000,100.4200000,100.4200000,39
20151230,000000,100.5100000,102.2000000,100.5100000,100.8500000,28
20160104,000000,98.1100000,99.7200000,98.0800000,98.0800000,19
20160105,000000,98.0000000,98.6400000,97.6400000,98.6400000,25
20160106,000000,97.6000000,98.0000000,97.2900000,97.2900000,51
20160111,000000,91.8100000,92.7500000,91.3000000,91.3000000,58
20160112,000000,91.9100000,92.7100000,91.6000000,92.0400000,133
20160113,000000,92.5200000,93.4400000,91.7100000,91.7100000,25
20160114,000000,91.4300000,92.0600000,91.3300000,92.0600000,96
20160115,000000,87.5000000,89.0600000,86.7600000,87.3600000,76
20160118,000000,87.3000000,87.3000000,85.8400000,87.0000000,92
20160119,000000,88.3400000,89.2800000,85.3100000,86.6700000,100
20160120,000000,84.9900000,84.9900000,83.0100000,83.8700000,73
20160121,000000,86.5000000,87.0600000,85.4600000,85.6300000,95
20160122,000000,91.1400000,92.0500000,90.9200000,91.5200000,45
20160125,000000,91.1300000,95.0700000,90.2100000,90.3800000,90
20160126,000000,90.9100000,91.5900000,90.9100000,91.1300000,37
20160127,000000,96.8700000,96.8700000,95.0100000,95.4200000,64
20160128,000000,94.6100000,96.3300000,94.6100000,96.3300000,40
20160129,000000,97.0700000,97.6500000,96.2700000,96.3700000,57
20160201,000000,95.1800000,96.6200000,95.1800000,95.6600000,36
20160202,000000,95.0400000,95.0400000,93.6300000,94.5000000,47
20160203,000000,95.6500000,95.8100000,93.7100000,93.7100000,28
20160204,000000,96.8400000,97.6100000,96.7200000,97.6100000,35
20160205,000000,96.6900000,97.5300000,96.5500000,96.5500000,39
20160208,000000,94.7900000,94.7900000,93.9900000,94.0100000,36
20160209,000000,92.6700000,94.3000000,92.6700000,94.3000000,17
20160210,000000,95.2800000,95.2800000,94.0300000,95.0000000,16
20160211,000000,93.3300000,94.4600000,93.3300000,94.4600000,23
20160212,000000,93.7200000,95.2400000,93.7200000,94.6200000,37
20160215,000000,95.9500000,95.9500000,94.9500000,95.1700000,38
20160216,000000,96.7800000,96.7800000,95.7700000,96.0900000,21
20160217,000000,98.1000000,99.3600000,97.7000000,99.3600000,50
20160218,000000,101.4500000,102.5100000,101.4500000,101.8700000,74
20160219,000000,101.5500000,101.8100000,100.8700000,100.8700000,55
20160220,000000,102.0000000,102.3500000,101.5900000,102.0100000,32
20160222,000000,102.7300000,103.3800000,102.6200000,103.3800000,19
20160224,000000,100.9500000,101.5000000,100.9500000,101.1100000,45
20160225,000000,103.0200000,103.5200000,103.0200000,103.5200000,45
20160226,000000,106.0200000,106.3500000,105.7100000,105.7100000,95
20160229,000000,106.4900000,107.0300000,106.1300000,107.0300000,68
20160301,000000,107.6700000,108.1000000,107.4200000,107.7400000,62
20160302,000000,106.4400000,106.8900000,105.5900000,106.5100000,75
20160303,000000,105.3900000,106.9600000,105.2800000,106.9600000,94
20160304,000000,107.5300000,109.8300000,107.5300000,108.9000000,46
20160307,000000,108.6500000,109.4700000,108.6500000,109.4400000,36
20160309,000000,107.7000000,108.4300000,107.7000000,108.3000000,28
20160310,000000,109.0000000,109.5500000,107.7000000,107.7000000,81
20160311,000000,108.1600000,109.0900000,108.1600000,109.0900000,60
20160314,000000,108.4100000,110.0000000,108.1000000,108.9500000,48
20160315,000000,106.1700000,107.6300000,106.0600000,106.3900000,57
20160316,000000,106.2700000,106.8800000,106.2700000,106.8800000,30
20160317,000000,108.8700000,109.9500000,108.6400000,109.0000000,73
20160318,000000,111.0000000,113.5900000,108.9000000,111.4000000,183
20160321,000000,110.7800000,112.6100000,110.7600000,111.5000000,85
20160322,000000,110.8600000,111.0000000,110.7100000,110.7700000,105
20160323,000000,108.4900000,108.7300000,106.6800000,108.7200000,60
20160324,000000,107.0100000,107.7700000,106.9800000,107.7700000,16
20160325,000000,108.8100000,108.9500000,108.5200000,108.9500000,106
20160328,000000,110.1900000,110.7200000,107.2700000,108.4800000,107
20160329,000000,106.9000000,107.4200000,106.0200000,107.4200000,25
20160330,000000,108.2900000,109.7800000,108.2900000,108.7400000,53
20160331,000000,109.4200000,109.8800000,109.1300000,109.5500000,41
20160401,000000,106.5900000,108.4600000,106.4500000,108.4600000,56
20160404,000000,109.9800000,109.9800000,107.8900000,107.8900000,29
20160405,000000,105.9900000,107.0600000,105.9600000,107.0600000,52
20160406,000000,106.8900000,108.0500000,106.8800000,108.0500000,45
20160407,000000,107.6500000,108.8300000,107.6500000,108.8300000,54
20160408,000000,110.7100000,113.0000000,110.7100000,112.9300000,69
20160411,000000,115.6500000,116.8600000,115.6500000,116.8600000,94
20160412,000000,116.6500000,118.0900000,116.3700000,118.0700000,94
20160413,000000,118.3700000,119.5900000,118.3700000,118.4100000,76
20160414,000000,117.9600000,119.9200000,117.9300000,119.0000000,82
20160415,000000,117.9000000,120.1800000,117.9000000,119.2600000,60
20160418,000000,115.7200000,118.1400000,115.7200000,117.8000000,133
20160419,000000,120.4100000,122.9900000,120.4100000,120.6100000,74
20160420,000000,123.0000000,123.4700000,122.3800000,123.3400000,86
20160421,000000,118.6700000,120.2800000,118.4500000,119.1000000,52
20160422,000000,119.2400000,120.9000000,119.2300000,120.9000000,84
20160425,000000,115.0400000,123.5700000,115.0400000,119.8500000,132
20160426,000000,118.0700000,120.6400000,117.7800000,120.6400000,60
20160427,000000,121.8000000,121.8000000,119.7100000,120.3100000,144
20160428,000000,123.2900000,125.0000000,123.1000000,124.0000000,51
20160429,000000,123.0000000,124.0900000,122.0800000,122.7100000,51
20160504,000000,120.0100000,120.7500000,119.1500000,120.5200000,140
20160505,000000,120.5100000,121.9900000,120.5100000,121.0100000,51
20160506,000000,119.5400000,120.6600000,119.5400000,120.0000000,65
20160510,000000,117.6000000,119.7800000,117.6000000,119.1000000,16
20160511,000000,121.5000000,123.6700000,120.7800000,123.2100000,65
20160512,000000,121.1800000,122.1800000,121.1800000,122.1800000,44
20160513,000000,122.0000000,122.0000000,120.1700000,120.7500000,20
20160516,000000,121.8300000,122.7700000,121.7900000,121.7900000,39
20160517,000000,122.0600000,123.2600000,121.6100000,123.2600000,127
20160518,000000,123.1300000,123.1300000,122.7200000,122.7200000,71
20160519,000000,120.1700000,121.7300000,120.0700000,121.0500000,32
20160520,000000,120.7400000,122.0500000,120.7400000,121.5900000,70
20160523,000000,120.9600000,122.0000000,120.9500000,121.8100000,23
20160524,000000,122.9900000,123.3500000,122.9600000,123.3500000,49
20160525,000000,127.3100000,128.0000000,126.1300000,128.0000000,27
20160526,000000,130.6000000,133.9500000,130.6000000,132.0000000,172
20160527,000000,131.0100000,133.7900000,131.0100000,133.7900000,91
20160530,000000,133.2900000,134.2100000,133.0100000,134.2100000,59
20160531,000000,134.0500000,134.8500000,131.3700000,133.0300000,89
20160601,000000,131.0000000,132.6900000,131.0000000,132.1100000,142
20160602,000000,130.0100000,133.8400000,130.0100000,131.6200000,56
20160603,000000,130.5800000,132.1600000,130.5800000,131.5000000,29
20160606,000000,133.6800000,134.1600000,133.6800000,134.0600000,38
20160607,000000,140.2800000,140.2800000,138.0100000,140.1400000,77
20160608,000000,137.4600000,139.7000000,137.2500000,139.7000000,77
20160609,000000,141.4900000,141.5000000,139.1900000,139.4200000,160
20160610,000000,134.2500000,134.9900000,133.4200000,133.6000000,35
20160614,000000,130.1000000,130.1000000,126.1100000,126.4000000,78
20160615,000000,128.7000000,129.8800000,127.9100000,129.6700000,32
20160616,000000,121.1300000,128.0000000,121.1300000,126.3100000,26
20160617,000000,129.7100000,130.9700000,129.0000000,129.0000000,42
